349.99963,199.204
350.53727,198.555
351.0749,207.348
351.61254,202.357
352.15017,204.437
352.6878,197.245
353.22544,200.581
353.76307,198.577
354.30071,209.444
354.83834,199.297
355.37597,201.932
355.91361,207.228
356.45124,210.188
356.98888,206.099
357.52651,204.929
358.06414,202.729
358.60178,203.462
359.13941,199.297
359.67705,205.486
360.21468,201.545
360.75231,202.327
361.28995,207.104
361.82758,216.794
362.36522,207.002
362.90285,199.253
363.44048,210.71
363.97812,204.411
364.51575,204.179
365.05339,207.27
365.59102,210
366.12865,209.482
366.66629,198.141
367.20392,206.081
367.74156,209.911
368.27919,207.351
368.81682,206.714
369.35446,200.621
369.89209,198.671
370.42973,204.468
370.96736,198.996
371.50499,207.278
372.04263,198.775
372.58026,197.371
373.1179,199.212
373.65553,210.99
374.19316,207.304
374.7308,206.313
375.26843,209.45
375.80607,199.741
376.3437,203.996
376.88133,199.644
377.41897,200.778
377.9566,202.828
378.49424,205.18
379.03187,197.572
379.5695,197.804
380.10714,207.988
380.64477,206.465
381.18241,208.584
381.72004,211.227
382.25767,206.025
382.79531,206.079
383.33294,207.666
383.87058,221.252
384.40821,199.289
384.94584,202.655
385.48348,203.007
386.02111,204.46
386.55875,204.857
387.09638,213.119
387.63401,204.737
388.17165,204.878
388.70928,200.248
389.24692,204.572
389.78455,200.932
390.32218,205.363
390.85982,209.867
391.39745,208.903
391.93509,196.059
392.47272,203.465
393.01035,198.939
393.54799,207.621
394.08562,203.667
394.62326,211.086
395.16089,203.256
395.69852,199.564
396.23616,207.276
396.77379,203.526
397.31143,211.81
397.84906,204.918
398.38669,202.022
398.92433,203.524
399.46196,200.804
399.9996,201.027
400.53723,203.824
401.07486,194.74
401.6125,203.909
402.15013,201.204
402.68777,201.266
403.2254,205.858
403.76303,198.689
404.30067,200.874
404.8383,197.108
405.37594,202.981
405.91357,203.861
406.4512,202.703
406.98884,197.925
407.52647,205.013
408.06411,201.284
408.60174,203.497
409.13937,196.838
409.67701,200.347
410.21464,209.273
410.75228,200.96
411.28991,214.123
411.82754,210.18
412.36518,208.464
412.90281,204.033
413.44045,211.626
413.97808,203
414.51571,205.01
