349.99963,195.416
350.53727,193.31
351.0749,195.009
351.61254,199.83
352.15017,197.754
352.6878,192.263
353.22544,198.66
353.76307,198.327
354.30071,198.842
354.83834,193.53
355.37597,193.212
355.91361,199.909
356.45124,195.883
356.98888,199.899
357.52651,196.255
358.06414,195.308
358.60178,200.975
359.13941,196.518
359.67705,197.854
360.21468,196.923
360.75231,196.134
361.28995,197.295
361.82758,207.374
362.36522,196.283
362.90285,197.129
363.44048,201.595
363.97812,194.362
364.51575,203.345
365.05339,196.58
365.59102,204.129
366.12865,194.854
366.66629,193.267
367.20392,196.818
367.74156,200.208
368.27919,204.278
368.81682,196.263
369.35446,192.207
369.89209,197.86
370.42973,195.322
370.96736,199.709
371.50499,197.876
372.04263,195.718
372.58026,193.996
373.1179,193.997
373.65553,199.511
374.19316,195.765
374.7308,194.89
375.26843,202.559
375.80607,197.7
376.3437,197.237
376.88133,194.947
377.41897,193.277
377.9566,194.784
378.49424,199.206
379.03187,198.17
379.5695,192.788
380.10714,204.947
380.64477,196.835
381.18241,197.381
381.72004,211.16
382.25767,201.169
382.79531,195.908
383.33294,200.167
383.87058,214.612
384.40821,196.596
384.94584,193.804
385.48348,200.693
386.02111,192.997
386.55875,200.794
387.09638,200.186
387.63401,196.238
388.17165,192.15
388.70928,199.235
389.24692,200.112
389.78455,193.623
390.32218,194.646
390.85982,200.88
391.39745,202.855
391.93509,190.475
392.47272,200.336
393.01035,193.431
393.54799,206.334
394.08562,194.514
394.62326,191.182
395.16089,196.993
395.69852,198.718
396.23616,196.43
396.77379,199.938
397.31143,201.11
397.84906,201.367
398.38669,196.83
398.92433,196.794
399.46196,195.786
399.9996,194.671
400.53723,195.424
401.07486,193.861
401.6125,198.705
402.15013,197.525
402.68777,194.473
403.2254,200.458
403.76303,195.04
404.30067,197.924
404.8383,196.255
405.37594,199.987
405.91357,195.86
406.4512,198.43
406.98884,196.073
407.52647,198.505
408.06411,195.226
408.60174,198.973
409.13937,197.652
409.67701,196.183
410.21464,200.693
410.75228,194.282
411.28991,213.313
411.82754,202.154
412.36518,195.287
412.90281,192.742
413.44045,199.452
413.97808,197.103
414.51571,194.697
415.05335,202.877
415.59098,213.315
416.12862,193.984
416.66625,200.597
417.20388,195.44
417.74152,197.039
418.27915,199.083
418.81679,193.738
419.35442,202.938
419.89205,195.922
420.42969,196.749
420.96732,203.863
421.50496,197.243
422.04259,193.892
422.58022,200.726
423.11786,190.159
423.65549,206.509
424.19313,191.457
424.73076,193.923
425.26839,201.818
425.80603,200.474
426.34366,199.16
426.8813,202.466
427.41893,198.617
427.95656,199.124
428.4942,197.856
429.03183,196.243
429.56947,206.727
430.1071,192.76
430.64473,202.011
431.18237,198.464
431.72,195.028
432.25764,198.823
432.79527,199.226
433.3329,196.674
433.87054,199.387
434.40817,200.647
434.94581,204.323
435.48344,198.1
436.02107,199.267
436.55871,199.468
437.09634,197.817
437.63398,194.832
438.17161,196.926
438.70924,198.216
439.24688,201.582
439.78451,201.764
440.32215,197.709
440.85978,199.864
441.39741,199.841
441.93505,201.032
442.47268,196.842
443.01032,200.77
443.54795,196.207
444.08558,197.724
444.62322,200.492
445.16085,195.085
445.69849,197.781
446.23612,195.268
446.77375,199.542
447.31139,200.638
447.84902,199.838
448.38666,203.721
448.92429,201.339
449.46192,197.617
449.99956,200.167
450.53719,196.882
451.07483,199.814
451.61246,200.479
452.15009,210.099
452.68773,203.482
453.22536,206.229
453.763,197.338
454.30063,201.322
454.83826,190.597
455.3759,205.697
455.91353,193.786
456.45117,197.882
456.9888,193.461
457.52643,196.279
458.06407,192.818
458.6017,207.336
459.13934,201.893
459.67697,199.824
460.2146,194.105
460.75224,198.091
461.28987,198.838
461.82751,199.754
462.36514,191.815
462.90277,198.458
463.44041,194.601
463.97804,196.291
464.51568,195.822
465.05331,201.203
465.59094,191.445
466.12858,198.262
466.66621,200.606
467.20385,198.438
467.74148,197.4
468.27911,197.174
468.81675,203.395
469.35438,196.04
469.89202,195.841
470.42965,199.443
470.96728,206.004
471.50492,195.318
472.04255,199.052
472.58019,196.404
473.11782,200.552
473.65545,197.304
474.19309,197.794
474.73072,197.003
475.26836,195.823
475.80599,198.208
476.34362,198.433
476.88126,192.096
477.41889,195.464
477.95653,195.237
478.49416,195.389
479.03179,193.171
479.56943,198.452
480.10706,194.056
480.6447,197.354
481.18233,195.578
481.71996,190.816
482.2576,196.861
482.79523,203.477
483.33287,200.183
483.8705,202.761
484.40813,196.677
484.94577,196.827
485.4834,196.797
486.02104,192.852
486.55867,194.855
487.0963,199.76
487.63394,196.974
488.17157,197.854
488.70921,199.849
489.24684,194.447
489.78447,204.404
490.32211,196.404
490.85974,193.835
491.39738,199.629
491.93501,192.904
492.47264,196.256
493.01028,194.869
493.54791,199.233
494.08555,199.192
494.62318,194.929
495.16081,199.92
495.69845,190.978
496.23608,198.649
496.77372,199.135
497.31135,192.437
497.84898,197.01
498.38662,194.71
498.92425,199.042
499.46189,196.297
499.99952,199.215
500.53715,196.843
501.07479,198.868
501.61242,200.35
502.15006,193.506
502.68769,200.218
503.22532,193.588
503.76296,210.042
504.30059,197.248
504.83823,193.853
505.37586,198.255
505.91349,197.099
506.45113,205.431
506.98876,197.481
507.5264,198.79
508.06403,196.056
508.60166,197.052
509.1393,197.218
509.67693,195.643
510.21457,198.293
510.7522,198.883
511.28983,195.161
511.82747,198.352
512.3651,189.5
512.90274,196.357
513.44037,195.966
513.978,200.287
514.51564,192.42
515.05327,199.322
515.59091,201.421
516.12854,199.485
516.66617,191.984
517.20381,191.887
517.74144,198.454
518.27908,194.781
518.81671,202.743
519.35434,191.344
519.89198,198.001
520.42961,196.776
520.96725,192.674
521.50488,195.135
522.04251,202.525
522.58015,192.028
523.11778,196.096
523.65542,207.569
524.19305,201.441
524.73068,194.913
525.26832,201
525.80595,195.632
526.34359,199.174
526.88122,198.332
527.41885,199.091
527.95649,198.455
528.49412,194.514
529.03176,200.972
529.56939,200.575
530.10702,202.591
530.64466,194.502
531.18229,196.432
531.71993,194.394
532.25756,196.237
532.79519,193.785
533.33283,194.377
533.87046,191.512
534.4081,195.842
534.94573,192.574
535.48336,196.742
536.021,199.371
536.55863,197.025
537.09627,203.589
537.6339,198.379
538.17153,197.437
538.70917,194.124
539.2468,196.332
539.78444,195.656
540.32207,196.236
540.8597,193.574
541.39734,194.698
541.93497,205.726
542.47261,192.701
543.01024,197.878
543.54787,215.826
544.08551,192.142
544.62314,195.098
545.16078,208.862
545.69841,200.559
546.23604,199.98
546.77368,196.202
547.31131,197.584
547.84895,195.719
548.38658,204.375
548.92421,195.054
549.46185,199.833
549.99948,191.588
550.53712,203.449
551.07475,196.386
551.61238,196.821
552.15002,197.21
552.68765,201.456
553.22529,200.565
553.76292,196.401
554.30055,196.647
554.83819,200.352
555.37582,194.691
555.91346,194.038
556.45109,194.634
556.98872,197.059
557.52636,199.857
558.06399,198.028
558.60163,198.02
559.13926,201.022
559.67689,199.646
560.21453,196.596
560.75216,196.072
561.2898,200.057
561.82743,191.574
562.36506,196.831
562.9027,193.141
563.44033,200.158
563.97797,198.929
564.5156,198.453
565.05323,198.343
565.59087,198.944
566.1285,197.437
566.66614,196.283
567.20377,198.371
567.7414,196.465
568.27904,194.765
568.81667,198.374
569.35431,197.727
569.89194,196.323
570.42957,199.495
570.96721,195.681
571.50484,196.397
572.04248,196.536
572.58011,206.8
573.11774,198.52
573.65538,203.459
574.19301,198.814
574.73065,197.601
575.26828,198.673
575.80591,193.207
576.34355,200.951
576.88118,207.752
577.41882,203.729
577.95645,201.763
578.49408,199.446
579.03172,196.661
579.56935,200.001
580.10699,197.558
580.64462,199.1
581.18225,195.673
581.71989,195.985
582.25752,200.659
582.79516,193.872
583.33279,194.927
583.87042,193.693
584.40806,200.514
584.94569,197.498
585.48333,198.279
586.02096,194.852
586.55859,195.267
587.09623,200.116
587.63386,193.993
588.1715,196.192
588.70913,201.748
589.24676,191.907
589.7844,203.675
590.32203,193.202
590.85967,199.741
591.3973,201.285
591.93493,198.427
592.47257,197.538
593.0102,197.101
593.54784,193.676
594.08547,194.613
594.6231,193.011
595.16074,202.414
595.69837,197.429
596.23601,196.737
596.77364,193.756
597.31127,198.488
597.84891,197.819
598.38654,198.916
598.92418,193.853
599.46181,197.405
599.99944,193.467
600.53708,205.075
601.07471,197.13
601.61235,196.516
602.14998,196.524
602.68761,199.365
603.22525,200.864
603.76288,197.635
604.30052,192.871
604.83815,191.579
605.37578,195.538
605.91342,193.867
606.45105,191.904
606.98869,194.335
607.52632,196.834
608.06395,198.357
608.60159,198.692
609.13922,203.347
609.67686,193.526
610.21449,207.157
610.75212,194.107
611.28976,195.156
611.82739,193.853
612.36503,189.479
612.90266,196.816
613.44029,198.453
613.97793,192.332
614.51556,208.284
615.0532,192.321
615.59083,204.134
616.12846,192.011
616.6661,198.503
617.20373,197.92
617.74137,193.453
618.279,192.442
618.81663,198.462
619.35427,188.434
619.8919,206.827
620.42954,204.973
620.96717,199.796
621.5048,193.821
622.04244,197.709
622.58007,191.518
623.11771,198.065
623.65534,190.726
624.19297,198.946
624.73061,193.779
625.26824,197.648
625.80588,195.608
626.34351,201.943
626.88114,195.556
627.41878,195.346
627.95641,198.923
628.49405,198.572
629.03168,196.402
629.56931,197.892
630.10695,201.203
630.64458,202.234
631.18222,191.228
631.71985,200.911
632.25748,195.869
632.79512,203.858
633.33275,191.284
633.87039,197.159
634.40802,202.402
634.94565,196.994
635.48329,194.246
636.02092,197.213
636.55856,194.142
637.09619,200.479
637.63382,196.708
638.17146,193.193
638.70909,200.633
639.24673,191.351
639.78436,196.319
640.32199,191.799
640.85963,199.371
641.39726,193.27
641.9349,203.654
642.47253,191.892
643.01016,195.646
643.5478,196.734
644.08543,208.008
644.62307,194.993
645.1607,204.139
645.69833,193.915
646.23597,200.151
646.7736,192.234
647.31124,192.324
647.84887,199.428
648.3865,197.053
648.92414,201.13
649.46177,192.468
649.99941,195.617
650.53704,193.847
651.07467,206.475
651.61231,192.483
652.14994,199.367
652.68758,192.693
653.22521,192.434
653.76284,192.022
654.30048,198.871
654.83811,198.159
655.37575,199.032
655.91338,193.609
